method,path,auth_boundary,company_boundary,mount_gate,router_gate,direct_gate,handler_guard,mutation,review_state,source
DELETE,/api/projects/checklist/attachments/:attId,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,"requireAnyPermission([""projects.write"", ""projects.checklist.tick""])",,YES,DECLARED_GATE,backend/src/routes/projects.ts:3126
PATCH,/api/projects/checklist/attachments/:attId,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,"requireAnyPermission([""projects.write"", ""projects.checklist.tick""])",,YES,DECLARED_GATE,backend/src/routes/projects.ts:3171
GET,/api/projects/cost-rates,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,"requirePageAccess(""projects.finances"")",,NO,DECLARED_GATE,backend/src/routes/projects.ts:559
PUT,/api/projects/cost-rates/:brand,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,"requirePermission(""projects.manage"")",,YES,DECLARED_GATE,backend/src/routes/projects.ts:575
DELETE,/api/projects/defects/:defectId,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,"requirePermission(""projects.write"")",,YES,DECLARED_GATE,backend/src/routes/projects.ts:3377
PATCH,/api/projects/defects/:defectId,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,"requirePermission(""projects.write"")",,YES,DECLARED_GATE,backend/src/routes/projects.ts:3367
GET,/api/projects/event-types,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,,,NO,INHERITED_ONLY,backend/src/routes/projects.ts:104
POST,/api/projects/event-types,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,"requirePermission(""projects.manage"")",,YES,DECLARED_GATE,backend/src/routes/projects.ts:115
DELETE,/api/projects/event-types/:id,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,"requirePermission(""projects.manage"")",,YES,DECLARED_GATE,backend/src/routes/projects.ts:186
PATCH,/api/projects/event-types/:id,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,"requirePermission(""projects.manage"")",,YES,DECLARED_GATE,backend/src/routes/projects.ts:146
PUT,/api/projects/event-types/:id/default-template,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,"requirePermission(""projects.manage"")",,YES,DECLARED_GATE,backend/src/routes/projects.ts:1270
PUT,/api/projects/event-types/reorder,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,"requirePermission(""projects.manage"")",,YES,DECLARED_GATE,backend/src/routes/projects.ts:531
GET,/api/projects/finance/by-project,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,"requirePageAccess(""projects.finances"")",,NO,DECLARED_GATE,backend/src/routes/projects.ts:1978
GET,/api/projects/finance/categories,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,,,NO,INHERITED_ONLY,backend/src/routes/projects.ts:1964
GET,/api/projects/finance/lines,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,"requirePageAccess(""projects.finances"")",,NO,DECLARED_GATE,backend/src/routes/projects.ts:2186
DELETE,/api/projects/finance/lines/:lineId,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,"requirePermission(""projects.write"")",,YES,DECLARED_GATE,backend/src/routes/projects.ts:2363
PATCH,/api/projects/finance/lines/:lineId,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,"requirePermission(""projects.write"")",,YES,DECLARED_GATE,backend/src/routes/projects.ts:2352
POST,/api/projects/import/csv,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,"requirePermission(""projects.manage"")",,YES,DECLARED_GATE,backend/src/routes/projects.ts:3853
GET,/api/projects/organizers,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,"requirePageAccess(""projects"")",,NO,DECLARED_GATE,backend/src/routes/projects.ts:870
POST,/api/projects/organizers,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,"requirePermission(""projects.write"")",,YES,DECLARED_GATE,backend/src/routes/projects.ts:878
DELETE,/api/projects/organizers/:id,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,"requirePermission(""projects.manage"")",,YES,DECLARED_GATE,backend/src/routes/projects.ts:907
GET,/api/projects/payment-statuses,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,,,NO,INHERITED_ONLY,backend/src/routes/projects.ts:842
DELETE,/api/projects/phase-photos/:photoId,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,,,YES,MUTATION_INHERITED_ONLY,backend/src/routes/projects.ts:2516
GET,/api/projects/sales-rep-options,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,"requirePermission(""projects.write"")",,NO,DECLARED_GATE,backend/src/routes/projects.ts:1467
DELETE,/api/projects/sales-reports/:reportId,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,"requirePermission(""projects.write"")",,YES,DECLARED_GATE,backend/src/routes/projects.ts:3435
GET,/api/projects/sections-distinct,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,"requirePageAccess(""projects"")",,NO,DECLARED_GATE,backend/src/routes/projects.ts:852
DELETE,/api/projects/sections/:sectionId,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,"requirePermission(""projects.write"")",,YES,DECLARED_GATE,backend/src/routes/projects.ts:2974
PATCH,/api/projects/sections/:sectionId,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,"requirePermission(""projects.write"")",,YES,DECLARED_GATE,backend/src/routes/projects.ts:2939
GET,/api/projects/states,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,,,NO,INHERITED_ONLY,backend/src/routes/projects.ts:841
DELETE,/api/projects/stock-transfers/:tid,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,"requirePermission(""projects.write"")",,YES,DECLARED_GATE,backend/src/routes/projects.ts:2719
POST,/api/projects/stock-transfers/:tid/confirm,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,"requirePermission(""projects.write"")",,YES,DECLARED_GATE,backend/src/routes/projects.ts:2668
POST,/api/projects/stock-transfers/:tid/unconfirm,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,"requirePermission(""projects.write"")",,YES,DECLARED_GATE,backend/src/routes/projects.ts:2695
GET,/api/projects/summary,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,"requirePageAccess(""projects.list"")",,NO,DECLARED_GATE,backend/src/routes/projects.ts:670
DELETE,/api/projects/team/:teamId,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,"requirePermission(""projects.write"")",,YES,DECLARED_GATE,backend/src/routes/projects.ts:3498
GET,/api/projects/venues,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,"requirePageAccess(""projects"")",,NO,DECLARED_GATE,backend/src/routes/projects.ts:922
POST,/api/projects/venues,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,"requirePermission(""projects.write"")",,YES,DECLARED_GATE,backend/src/routes/projects.ts:993
DELETE,/api/projects/venues/:id,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,"requirePermission(""projects.manage"")",,YES,DECLARED_GATE,backend/src/routes/projects.ts:1062
PATCH,/api/projects/venues/:id,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,"requirePermission(""projects.manage"")",,YES,DECLARED_GATE,backend/src/routes/projects.ts:1029
GET,/api/roles,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,"requirePermissionOrSalesDirector(""roles.read"")",,NO,DECLARED_GATE,backend/src/routes/roles.ts:41
POST,/api/roles,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,"requirePermission(""roles.manage"")",,YES,DECLARED_GATE,backend/src/routes/roles.ts:77
DELETE,/api/roles/:id,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,"requirePermission(""roles.manage"")",,YES,DECLARED_GATE,backend/src/routes/roles.ts:326
PATCH,/api/roles/:id,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,"requirePermission(""roles.manage"")",,YES,DECLARED_GATE,backend/src/routes/roles.ts:134
GET,/api/roles/:id/page-access,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,"requirePermission(""roles.read"")",,NO,DECLARED_GATE,backend/src/routes/roles.ts:221
PATCH,/api/roles/:id/page-access,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,"requirePermission(""roles.manage"")",,YES,DECLARED_GATE,backend/src/routes/roles.ts:268
GET,/api/roles/pages,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,"requirePermission(""roles.read"")",,NO,DECLARED_GATE,backend/src/routes/roles.ts:195
GET,/api/roles/permissions,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,"requirePermission(""roles.read"")",,NO,DECLARED_GATE,backend/src/routes/roles.ts:25
GET,/api/sales/entries,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,"requirePageAccessOrSalesView(""sales"")",,NO,DECLARED_GATE,backend/src/routes/sales.ts:135
POST,/api/sales/entries,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,"requirePageAccess(""sales"")",,YES,DECLARED_GATE,backend/src/routes/sales.ts:653
DELETE,/api/sales/entries/:id,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,"requirePageAccess(""sales"")",,YES,DECLARED_GATE,backend/src/routes/sales.ts:1098
GET,/api/sales/entries/:id,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,"requirePageAccess(""sales"")",,NO,DECLARED_GATE,backend/src/routes/sales.ts:570
PATCH,/api/sales/entries/:id,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,"requirePageAccess(""sales"")",,YES,DECLARED_GATE,backend/src/routes/sales.ts:815
POST,/api/sales/entries/:id/push,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,"requirePageAccess(""sales"", ""full"")",,YES,DECLARED_GATE,backend/src/routes/sales.ts:1131
POST,/api/sales/entries/:id/submit,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,"requirePageAccess(""sales"")",,YES,DECLARED_GATE,backend/src/routes/sales.ts:1025
POST,/api/sales/entries/:id/unsubmit,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,"requirePageAccess(""sales"", ""full"")",,YES,DECLARED_GATE,backend/src/routes/sales.ts:1063
POST,/api/sales/entries/:id/void,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,"requirePageAccess(""sales"", ""full"")",,YES,DECLARED_GATE,backend/src/routes/sales.ts:1078
GET,/api/sales/entries/change-requests,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,"requirePageAccess(""sales"")",,NO,DECLARED_GATE,backend/src/routes/sales.ts:449
POST,/api/sales/entries/change-requests/:reqId/approve,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,"requirePageAccess(""sales"", ""full"")",,YES,DECLARED_GATE,backend/src/routes/sales.ts:535
POST,/api/sales/entries/change-requests/:reqId/reject,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,"requirePageAccess(""sales"", ""full"")",,YES,DECLARED_GATE,backend/src/routes/sales.ts:567
GET,/api/sales/entries/export,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth,,"requirePageAccess(""sales"")",,NO,DECLARED_GATE,backend/src/routes/sales.ts:287
GET,/api/scm/accounting/accounts,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,"auth + requireScmAccess + scmAreaGuard(""scm.finance.accounting"")",supabaseAuth,,,NO,DECLARED_GATE,backend/src/scm/routes/accounting.ts:55
GET,/api/scm/accounting/ap-aging,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,"auth + requireScmAccess + scmAreaGuard(""scm.finance.accounting"")",supabaseAuth,,,NO,DECLARED_GATE,backend/src/scm/routes/accounting.ts:672
GET,/api/scm/accounting/ar-aging,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,"auth + requireScmAccess + scmAreaGuard(""scm.finance.accounting"")",supabaseAuth,,,NO,DECLARED_GATE,backend/src/scm/routes/accounting.ts:652
GET,/api/scm/accounting/balances,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,"auth + requireScmAccess + scmAreaGuard(""scm.finance.accounting"")",supabaseAuth,,,NO,DECLARED_GATE,backend/src/scm/routes/accounting.ts:640
GET,/api/scm/accounting/gl,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,"auth + requireScmAccess + scmAreaGuard(""scm.finance.accounting"")",supabaseAuth,,,NO,DECLARED_GATE,backend/src/scm/routes/accounting.ts:620
GET,/api/scm/accounting/journal-entries,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,"auth + requireScmAccess + scmAreaGuard(""scm.finance.accounting"")",supabaseAuth,,,NO,DECLARED_GATE,backend/src/scm/routes/accounting.ts:72
POST,/api/scm/accounting/journal-entries,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,"auth + requireScmAccess + scmAreaGuard(""scm.finance.accounting"")",supabaseAuth,,,YES,DECLARED_GATE,backend/src/scm/routes/accounting.ts:119
GET,/api/scm/accounting/journal-entries/:id,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,"auth + requireScmAccess + scmAreaGuard(""scm.finance.accounting"")",supabaseAuth,,,NO,DECLARED_GATE,backend/src/scm/routes/accounting.ts:98
POST,/api/scm/accounting/journal-entries/:id/post,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,"auth + requireScmAccess + scmAreaGuard(""scm.finance.accounting"")",supabaseAuth,,,YES,DECLARED_GATE,backend/src/scm/routes/accounting.ts:237
POST,/api/scm/accounting/post/pi/:invoiceNumber,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,"auth + requireScmAccess + scmAreaGuard(""scm.finance.accounting"")",supabaseAuth,,,YES,DECLARED_GATE,backend/src/scm/routes/accounting.ts:406
POST,/api/scm/accounting/post/si/:invoiceNumber,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,"auth + requireScmAccess + scmAreaGuard(""scm.finance.accounting"")",supabaseAuth,,,YES,DECLARED_GATE,backend/src/scm/routes/accounting.ts:243
GET,/api/scm/addons,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,"auth + requireScmAccess + scmAreaGuard(""scm.procurement.products"")",supabaseAuth,,,NO,DECLARED_GATE,backend/src/scm/routes/addons.ts:112
POST,/api/scm/addons,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,"auth + requireScmAccess + scmAreaGuard(""scm.procurement.products"")",supabaseAuth,,,YES,DECLARED_GATE,backend/src/scm/routes/addons.ts:125
DELETE,/api/scm/addons/:id,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,"auth + requireScmAccess + scmAreaGuard(""scm.procurement.products"")",supabaseAuth,,,YES,DECLARED_GATE,backend/src/scm/routes/addons.ts:201
PATCH,/api/scm/addons/:id,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,"auth + requireScmAccess + scmAreaGuard(""scm.procurement.products"")",supabaseAuth,,,YES,DECLARED_GATE,backend/src/scm/routes/addons.ts:197
DELETE,/api/scm/admin/categories/:id/hero-image,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,"auth + requireScmAccess + scmAreaGuard(""scm.procurement.products"")",supabaseAuth,,,YES,DECLARED_GATE,backend/src/scm/routes/categories.ts:83
GET,/api/scm/admin/categories/:id/hero-image,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,"auth + requireScmAccess + scmAreaGuard(""scm.procurement.products"")",supabaseAuth,,,NO,DECLARED_GATE,backend/src/scm/routes/categories.ts:56
POST,/api/scm/admin/categories/:id/hero-image,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,"auth + requireScmAccess + scmAreaGuard(""scm.procurement.products"")",supabaseAuth,,,YES,DECLARED_GATE,backend/src/scm/routes/categories.ts:19
GET,/api/scm/ar/reconciliation,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth + requireScmAccess,supabaseAuth,,,NO,DECLARED_GATE,backend/src/scm/routes/ar-reconciliation.ts:63
GET,/api/scm/categories,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth + requireScmAccess,supabaseAuth,,,NO,DECLARED_GATE,backend/src/scm/routes/categories.ts:181
POST,/api/scm/categories,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth + requireScmAccess,supabaseAuth,,,YES,DECLARED_GATE,backend/src/scm/routes/categories.ts:263
DELETE,/api/scm/categories/:id,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth + requireScmAccess,supabaseAuth,,,YES,DECLARED_GATE,backend/src/scm/routes/categories.ts:368
PATCH,/api/scm/categories/:id,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth + requireScmAccess,supabaseAuth,,,YES,DECLARED_GATE,backend/src/scm/routes/categories.ts:316
GET,/api/scm/categories/:id/hero-blob,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth + requireScmAccess,,,,NO,DECLARED_GATE,backend/src/scm/routes/categories.ts:134
GET,/api/scm/categories/:id/hero-meta,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth + requireScmAccess,supabaseAuth,,,NO,DECLARED_GATE,backend/src/scm/routes/categories.ts:220
PATCH,/api/scm/categories/:id/hero-meta,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,auth + requireScmAccess,supabaseAuth,,,YES,DECLARED_GATE,backend/src/scm/routes/categories.ts:425
GET,/api/scm/consignment-notes,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,"auth + requireScmAccess + scmAreaGuard(""scm.consignment.notes"")",supabaseAuth,,,NO,DECLARED_GATE,backend/src/scm/routes/consignment-notes.ts:419
POST,/api/scm/consignment-notes,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,"auth + requireScmAccess + scmAreaGuard(""scm.consignment.notes"")",supabaseAuth,,,YES,DECLARED_GATE,backend/src/scm/routes/consignment-notes.ts:641
GET,/api/scm/consignment-notes/:id,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,"auth + requireScmAccess + scmAreaGuard(""scm.consignment.notes"")",supabaseAuth,,,NO,DECLARED_GATE,backend/src/scm/routes/consignment-notes.ts:608
PATCH,/api/scm/consignment-notes/:id,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,"auth + requireScmAccess + scmAreaGuard(""scm.consignment.notes"")",supabaseAuth,,,YES,DECLARED_GATE,backend/src/scm/routes/consignment-notes.ts:737
POST,/api/scm/consignment-notes/:id/items,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,"auth + requireScmAccess + scmAreaGuard(""scm.consignment.notes"")",supabaseAuth,,,YES,DECLARED_GATE,backend/src/scm/routes/consignment-notes.ts:787
DELETE,/api/scm/consignment-notes/:id/items/:itemId,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,"auth + requireScmAccess + scmAreaGuard(""scm.consignment.notes"")",supabaseAuth,,,YES,DECLARED_GATE,backend/src/scm/routes/consignment-notes.ts:893
PATCH,/api/scm/consignment-notes/:id/items/:itemId,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,"auth + requireScmAccess + scmAreaGuard(""scm.consignment.notes"")",supabaseAuth,,,YES,DECLARED_GATE,backend/src/scm/routes/consignment-notes.ts:823
GET,/api/scm/consignment-notes/:id/payments,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,"auth + requireScmAccess + scmAreaGuard(""scm.consignment.notes"")",supabaseAuth,,,NO,DECLARED_GATE,backend/src/scm/routes/consignment-notes.ts:912
POST,/api/scm/consignment-notes/:id/payments,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,"auth + requireScmAccess + scmAreaGuard(""scm.consignment.notes"")",supabaseAuth,,,YES,DECLARED_GATE,backend/src/scm/routes/consignment-notes.ts:943
DELETE,/api/scm/consignment-notes/:id/payments/:paymentId,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,"auth + requireScmAccess + scmAreaGuard(""scm.consignment.notes"")",supabaseAuth,,,YES,DECLARED_GATE,backend/src/scm/routes/consignment-notes.ts:983
PATCH,/api/scm/consignment-notes/:id/status,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,"auth + requireScmAccess + scmAreaGuard(""scm.consignment.notes"")",supabaseAuth,,,YES,DECLARED_GATE,backend/src/scm/routes/consignment-notes.ts:1057
GET,/api/scm/consignment-notes/deliverable-order-lines,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,"auth + requireScmAccess + scmAreaGuard(""scm.consignment.notes"")",supabaseAuth,,,NO,DECLARED_GATE,backend/src/scm/routes/consignment-notes.ts:537
GET,/api/scm/consignment-orders,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,"auth + requireScmAccess + scmAreaGuard(""scm.consignment.orders"")",supabaseAuth,,,NO,DECLARED_GATE,backend/src/scm/routes/consignment-orders.ts:272
POST,/api/scm/consignment-orders,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,"auth + requireScmAccess + scmAreaGuard(""scm.consignment.orders"")",supabaseAuth,,,YES,DECLARED_GATE,backend/src/scm/routes/consignment-orders.ts:622
GET,/api/scm/consignment-orders/:docNo,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,"auth + requireScmAccess + scmAreaGuard(""scm.consignment.orders"")",supabaseAuth,,,NO,DECLARED_GATE,backend/src/scm/routes/consignment-orders.ts:587
PATCH,/api/scm/consignment-orders/:docNo,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,"auth + requireScmAccess + scmAreaGuard(""scm.consignment.orders"")",supabaseAuth,,,YES,DECLARED_GATE,backend/src/scm/routes/consignment-orders.ts:1142
GET,/api/scm/consignment-orders/:docNo/audit-log,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,"auth + requireScmAccess + scmAreaGuard(""scm.consignment.orders"")",supabaseAuth,,,NO,DECLARED_GATE,backend/src/scm/routes/consignment-orders.ts:1056
POST,/api/scm/consignment-orders/:docNo/items,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,"auth + requireScmAccess + scmAreaGuard(""scm.consignment.orders"")",supabaseAuth,,,YES,DECLARED_GATE,backend/src/scm/routes/consignment-orders.ts:1512
DELETE,/api/scm/consignment-orders/:docNo/items/:itemId,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,"auth + requireScmAccess + scmAreaGuard(""scm.consignment.orders"")",supabaseAuth,,,YES,DECLARED_GATE,backend/src/scm/routes/consignment-orders.ts:1845
PATCH,/api/scm/consignment-orders/:docNo/items/:itemId,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,"auth + requireScmAccess + scmAreaGuard(""scm.consignment.orders"")",supabaseAuth,,,YES,DECLARED_GATE,backend/src/scm/routes/consignment-orders.ts:1660
POST,/api/scm/consignment-orders/:docNo/items/:itemId/override,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,"auth + requireScmAccess + scmAreaGuard(""scm.consignment.orders"")",supabaseAuth,,,YES,DECLARED_GATE,backend/src/scm/routes/consignment-orders.ts:1090
POST,/api/scm/consignment-orders/:docNo/items/:itemId/photos,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,"auth + requireScmAccess + scmAreaGuard(""scm.consignment.orders"")",supabaseAuth,,,YES,DECLARED_GATE,backend/src/scm/routes/consignment-orders.ts:1920
DELETE,/api/scm/consignment-orders/:docNo/items/:itemId/photos/:photoKey,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,"auth + requireScmAccess + scmAreaGuard(""scm.consignment.orders"")",supabaseAuth,,,YES,DECLARED_GATE,backend/src/scm/routes/consignment-orders.ts:2090
GET,/api/scm/consignment-orders/:docNo/items/:itemId/photos/:photoKey,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,"auth + requireScmAccess + scmAreaGuard(""scm.consignment.orders"")",supabaseAuth,,,NO,DECLARED_GATE,backend/src/scm/routes/consignment-orders.ts:2053
GET,/api/scm/consignment-orders/:docNo/items/:itemId/photos/:photoKey/signed,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,"auth + requireScmAccess + scmAreaGuard(""scm.consignment.orders"")",supabaseAuth,,,NO,DECLARED_GATE,backend/src/scm/routes/consignment-orders.ts:2022
GET,/api/scm/consignment-orders/:docNo/payments,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,"auth + requireScmAccess + scmAreaGuard(""scm.consignment.orders"")",supabaseAuth,,,NO,DECLARED_GATE,backend/src/scm/routes/consignment-orders.ts:2146
POST,/api/scm/consignment-orders/:docNo/payments,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,"auth + requireScmAccess + scmAreaGuard(""scm.consignment.orders"")",supabaseAuth,,,YES,DECLARED_GATE,backend/src/scm/routes/consignment-orders.ts:2189
DELETE,/api/scm/consignment-orders/:docNo/payments/:id,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,"auth + requireScmAccess + scmAreaGuard(""scm.consignment.orders"")",supabaseAuth,,,YES,DECLARED_GATE,backend/src/scm/routes/consignment-orders.ts:2247
PATCH,/api/scm/consignment-orders/:docNo/status,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,"auth + requireScmAccess + scmAreaGuard(""scm.consignment.orders"")",supabaseAuth,,,YES,DECLARED_GATE,backend/src/scm/routes/consignment-orders.ts:1053
GET,/api/scm/consignment-orders/debtors/search,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,"auth + requireScmAccess + scmAreaGuard(""scm.consignment.orders"")",supabaseAuth,,,NO,DECLARED_GATE,backend/src/scm/routes/consignment-orders.ts:2278
GET,/api/scm/consignment-orders/mine,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,"auth + requireScmAccess + scmAreaGuard(""scm.consignment.orders"")",supabaseAuth,,,NO,DECLARED_GATE,backend/src/scm/routes/consignment-orders.ts:486
GET,/api/scm/consignment-returns,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,"auth + requireScmAccess + scmAreaGuard(""scm.consignment.returns"")",supabaseAuth,,,NO,DECLARED_GATE,backend/src/scm/routes/consignment-returns.ts:424
POST,/api/scm/consignment-returns,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,"auth + requireScmAccess + scmAreaGuard(""scm.consignment.returns"")",supabaseAuth,,,YES,DECLARED_GATE,backend/src/scm/routes/consignment-returns.ts:665
GET,/api/scm/consignment-returns/:id,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,"auth + requireScmAccess + scmAreaGuard(""scm.consignment.returns"")",supabaseAuth,,,NO,DECLARED_GATE,backend/src/scm/routes/consignment-returns.ts:589
PATCH,/api/scm/consignment-returns/:id,AUTHENTICATED_MIDDLEWARE,COMPANY_CONTEXT,"auth + requireScmAccess + scmAreaGuard(""scm.consignment.returns"")",supabaseAuth,,,YES,DECLARED_GATE,backend/src/scm/routes/consignment-returns.ts:709
